CVE ID,GHIssue,CWE name,CVE severity,CPE dependency name ,CPE dependency version,Description,Related attacks,Availability,Confidentiality,Integrity,Access Control,Non-Repudiation,Other,Categories path
CVE-2020-5215,305,CWE-20,high,google:tensorflow,*,"In TensorFlow before 1.15.2 and 2.0.1, converting a string (from Python) to a tf.float16 value results in a segmentation fault in eager mode as the format checks for this use case are only in the graph mode. This issue can lead to denial of service in inference/training where a malicious attacker can send a data point which contains a string instead of a tf.float16 value. Similar effects can be obtained by manipulating saved models and checkpoints whereby replacing a scalar tf.float16 value with a scalar string will trigger this issue due to automatic conversions. This can be easily reproduced by tf.constant(""hello"", tf.float16), if eager execution is enabled. This issue is patched in TensorFlow 1.15.1 and 2.0.1 with this vulnerability patched. TensorFlow 2.1.0 was released after we fixed the issue, thus it is not affected. Users are encouraged to switch to TensorFlow 1.15.1, 2.0.1 or 2.1.0.",Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-5215,540,CWE-20,high,google:tensorflow,*,"In TensorFlow before 1.15.2 and 2.0.1, converting a string (from Python) to a tf.float16 value results in a segmentation fault in eager mode as the format checks for this use case are only in the graph mode. This issue can lead to denial of service in inference/training where a malicious attacker can send a data point which contains a string instead of a tf.float16 value. Similar effects can be obtained by manipulating saved models and checkpoints whereby replacing a scalar tf.float16 value with a scalar string will trigger this issue due to automatic conversions. This can be easily reproduced by tf.constant(""hello"", tf.float16), if eager execution is enabled. This issue is patched in TensorFlow 1.15.1 and 2.0.1 with this vulnerability patched. TensorFlow 2.1.0 was released after we fixed the issue, thus it is not affected. Users are encouraged to switch to TensorFlow 1.15.1, 2.0.1 or 2.1.0.",Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-5991,https://api.github.com/repos/deepjavalibrary/djl/issues/1561,CWE-125,high,[], ,"NVIDIA CUDA Toolkit, all versions prior to 11.1.1, contains a vulnerability in the NVJPEG library in which an out-of-bounds read or write operation may lead to code execution, denial of service, or information disclosure.","Information disclosure attack, Denial of Service (DoS)",1,0,0,0,0,0,Availability
CVE-2020-6096,https://api.github.com/repos/mlrun/mlrun/issues/1997,CWE-195,high,gnu:glibc,*,"An exploitable signed comparison vulnerability exists in the ARMv7 memcpy() implementation of GNU glibc 2.30.9000. Calling memcpy() (on ARMv7 targets that utilize the GNU glibc implementation) with a negative value for the 'num' parameter results in a signed comparison vulnerability. If an attacker underflows the 'num' parameter to memcpy(), this vulnerability could lead to undefined behavior such as writing to out-of-bounds memory and potentially remote code execution. Furthermore, this memcpy() implementation allows for program execution to continue in scenarios where a segmentation fault or crash should have occurred. The dangers occur in that subsequent execution and iterations of this code will be executed with this corrupted data.",Remote code execution (RCE) attack,0,0,0,0,0,0,
CVE-2020-6532,https://api.github.com/repos/alan-ai/alan-sdk-web/issues/39,CWE-787,high,google:chrome,*,Use after free in SCTP in Google Chrome prior to 84.0.4147.105 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"Remote code execution (RCE) attack, Use-after-free attack",0,0,0,0,0,0,
CVE-2020-6532,155,CWE-787,high,google:chrome,*,Use after free in SCTP in Google Chrome prior to 84.0.4147.105 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"Remote code execution (RCE) attack, Use-after-free attack",0,0,0,0,0,0,
CVE-2020-6537,https://api.github.com/repos/alan-ai/alan-sdk-web/issues/39,CWE-843,high,google:chrome,*,Type confusion in V8 in Google Chrome prior to 84.0.4147.105 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page.,"Remote code execution (RCE) attack, Arbitrary code attack ",0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2020-6537,155,CWE-843,high,google:chrome,*,Type confusion in V8 in Google Chrome prior to 84.0.4147.105 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page.,"Remote code execution (RCE) attack, Arbitrary code attack ",0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2020-7471,https://api.github.com/repos/alkaline-ml/pmdarima/issues/342,CWE-89,critical,djangoproject:django,*,"Django 1.11 before 1.11.28, 2.2 before 2.2.10, and 3.0 before 3.0.3 allows SQL Injection if untrusted data is used as a StringAgg delimiter (e.g., in Django applications that offer downloads of data as a series of rows with a user-specified column delimiter). By passing a suitably crafted delimiter to a contrib.postgres.aggregates.StringAgg instance, it was possible to break escaping and inject malicious SQL.",SQL injection attack,0,1,0,1,0,0,"Confidentiality, Access Control"
CVE-2020-7471,133,CWE-89,critical,djangoproject:django,*,"Django 1.11 before 1.11.28, 2.2 before 2.2.10, and 3.0 before 3.0.3 allows SQL Injection if untrusted data is used as a StringAgg delimiter (e.g., in Django applications that offer downloads of data as a series of rows with a user-specified column delimiter). By passing a suitably crafted delimiter to a contrib.postgres.aggregates.StringAgg instance, it was possible to break escaping and inject malicious SQL.",SQL injection attack,0,1,0,1,0,0,"Confidentiality, Access Control"
CVE-2020-7660,https://api.github.com/repos/guess-js/guess/issues/555,CWE-502,high,verizon:serialize-javascript,*,"serialize-javascript prior to 3.1.0 allows remote attackers to inject arbitrary code via the function ""deleteFunctions"" within ""index.js"".","Remote code execution (RCE) attack, Arbitrary code attack ",0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2020-7660,https://api.github.com/repos/guess-js/guess/issues/538,CWE-502,high,verizon:serialize-javascript,*,"serialize-javascript prior to 3.1.0 allows remote attackers to inject arbitrary code via the function ""deleteFunctions"" within ""index.js"".","Remote code execution (RCE) attack, Arbitrary code attack ",0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2020-7662,https://api.github.com/repos/alan-ai/alan-sdk-web/issues/9,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7662,https://api.github.com/repos/alan-ai/alan-sdk-web/issues/8,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7662,https://api.github.com/repos/alan-ai/alan-sdk-web/issues/7,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7662,https://api.github.com/repos/alan-ai/alan-sdk-web/issues/6,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7662,https://api.github.com/repos/alan-ai/alan-sdk-web/issues/5,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7662,170,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7662,171,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7662,172,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7662,173,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7662,174,NVD-CWE-Other,high,websocket-extensions_project:websocket-extensions,*,websocket-extensions npm module prior to 0.1.4 allows Denial of Service (DoS) via Regex Backtracking. The extension parser may take quadratic time when parsing a header containing an unclosed string parameter value whose content is a repeating two-byte sequence of a backslash and some other character. This could be abused by an attacker to conduct Regex Denial Of Service (ReDoS) on a single-threaded server by providing a malicious payload with the Sec-WebSocket-Extensions header.,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7746,https://api.github.com/repos/kubeflow/kubeflow/issues/7102,CWE-1321,critical,chartjs:chart.js,*,"This affects the package chart.js before 2.9.4. The options parameter is not properly sanitized when it is processed. When the options are processed, the existing options (or the defaults options) are deeply merged with provided options. However, during this operation, the keys of the object being set are not checked, leading to a prototype pollution.",Prototype Pollution attack,0,0,0,0,0,0,
CVE-2020-7746,https://api.github.com/repos/kubeflow/kubeflow/issues/7098,CWE-1321,critical,chartjs:chart.js,*,"This affects the package chart.js before 2.9.4. The options parameter is not properly sanitized when it is processed. When the options are processed, the existing options (or the defaults options) are deeply merged with provided options. However, during this operation, the keys of the object being set are not checked, leading to a prototype pollution.",Prototype Pollution attack,0,0,0,0,0,0,
CVE-2020-7753,https://api.github.com/repos/apache/airflow/issues/15784,CWE-400,high,trim_project:trim,*,All versions of package trim are vulnerable to Regular Expression Denial of Service (ReDoS) via trim().,Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-7774,https://api.github.com/repos/guess-js/guess/issues/557,CWE-1321,critical,y18n_project:y18n,*,"The package y18n before 3.2.2, 4.0.1 and 5.0.5, is vulnerable to Prototype Pollution.",Prototype Pollution attack,0,0,0,0,0,0,
CVE-2020-7774,https://api.github.com/repos/guess-js/guess/issues/542,CWE-1321,critical,y18n_project:y18n,*,"The package y18n before 3.2.2, 4.0.1 and 5.0.5, is vulnerable to Prototype Pollution.",Prototype Pollution attack,0,0,0,0,0,0,
CVE-2020-7788,https://api.github.com/repos/guess-js/guess/issues/532,CWE-1321,critical,ini_project:ini,*,"This affects the package ini before 1.3.6. If an attacker submits a malicious INI file to an application that parses it with ini.parse, they will pollute the prototype on the application. This can be exploited further depending on the context.",Prototype Pollution attack,0,0,0,0,0,0,
CVE-2020-7789,https://api.github.com/repos/guess-js/guess/issues/537,CWE-78,medium,node-notifier_project:node-notifier,*,This affects the package node-notifier before 9.0.0. It allows an attacker to run arbitrary commands on Linux machines due to the options params not being sanitised when being passed an array.,Arbitrary code attack,0,0,0,0,0,0,
CVE-2020-8203,https://api.github.com/repos/apache/airflow/issues/12272,CWE-1321,high,lodash:lodash,*,Prototype pollution attack when using _.zipObjectDeep in lodash before 4.17.20.,Prototype Pollution attack,0,0,0,0,0,0,
CVE-2020-8203,https://api.github.com/repos/guess-js/guess/issues/474,CWE-1321,high,lodash:lodash,*,Prototype pollution attack when using _.zipObjectDeep in lodash before 4.17.20.,Prototype Pollution attack,0,0,0,0,0,0,
CVE-2020-8244,https://api.github.com/repos/pytorch/opacus/issues/61,CWE-125,medium,bufferlist_project:bufferlist,*,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1, <2.2.1, and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-8244,198,CWE-125,medium,bufferlist_project:bufferlist,*,"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1, <2.2.1, and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",Denial of Service (DoS),1,0,0,0,0,0,Availability
CVE-2020-8908,https://api.github.com/repos/ray-project/ray/issues/16638,CWE-732,low,google:guava,*,"A temp directory creation vulnerability exists in all versions of Guava, allowing an attacker with access to the machine to potentially access data in a temporary directory created by the Guava API com.google.common.io.Files.createTempDir(). By default, on unix-like systems, the created directory is world-readable (readable by an attacker with access to the system). The method in question has been marked @Deprecated in versions 30.0 and later and should not be used. For Android developers, we recommend choosing a temporary directory API provided by Android, such as context.getCacheDir(). For other Java developers, we recommend migrating to the Java 7 API java.nio.file.Files.createTempDirectory() which explicitly configures permissions of 700, or configuring the Java runtime's java.io.tmpdir system property to point to a location whose permissions are appropriately configured.

",A temp directory creation  attack,0,0,0,0,0,0,
CVE-2020-8908,https://api.github.com/repos/feast-dev/feast/issues/2896,CWE-732,low,google:guava,*,"A temp directory creation vulnerability exists in all versions of Guava, allowing an attacker with access to the machine to potentially access data in a temporary directory created by the Guava API com.google.common.io.Files.createTempDir(). By default, on unix-like systems, the created directory is world-readable (readable by an attacker with access to the system). The method in question has been marked @Deprecated in versions 30.0 and later and should not be used. For Android developers, we recommend choosing a temporary directory API provided by Android, such as context.getCacheDir(). For other Java developers, we recommend migrating to the Java 7 API java.nio.file.Files.createTempDirectory() which explicitly configures permissions of 700, or configuring the Java runtime's java.io.tmpdir system property to point to a location whose permissions are appropriately configured.

",A temp directory creation  attack,0,0,0,0,0,0,
CVE-2020-9327,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/29,CWE-476,high,sqlite:sqlite,3.31.1,"In SQLite 3.31.1, isAuxiliaryVtabOperator allows attackers to trigger a NULL pointer dereference and segmentation fault because of generated column optimizations.","SQL injection attack,  NULL pointer dereference attack ",0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2020-9327,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28,CWE-476,high,sqlite:sqlite,3.31.1,"In SQLite 3.31.1, isAuxiliaryVtabOperator allows attackers to trigger a NULL pointer dereference and segmentation fault because of generated column optimizations.","SQL injection attack,  NULL pointer dereference attack ",0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2020-9327,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27,CWE-476,high,sqlite:sqlite,3.31.1,"In SQLite 3.31.1, isAuxiliaryVtabOperator allows attackers to trigger a NULL pointer dereference and segmentation fault because of generated column optimizations.","SQL injection attack,  NULL pointer dereference attack ",0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2020-9327,299,CWE-476,high,sqlite:sqlite,3.31.1,"In SQLite 3.31.1, isAuxiliaryVtabOperator allows attackers to trigger a NULL pointer dereference and segmentation fault because of generated column optimizations.","SQL injection attack,  NULL pointer dereference attack ",0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2020-9327,300,CWE-476,high,sqlite:sqlite,3.31.1,"In SQLite 3.31.1, isAuxiliaryVtabOperator allows attackers to trigger a NULL pointer dereference and segmentation fault because of generated column optimizations.","SQL injection attack,  NULL pointer dereference attack ",0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2020-9327,301,CWE-476,high,sqlite:sqlite,3.31.1,"In SQLite 3.31.1, isAuxiliaryVtabOperator allows attackers to trigger a NULL pointer dereference and segmentation fault because of generated column optimizations.","SQL injection attack,  NULL pointer dereference attack ",0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2020-9402,https://api.github.com/repos/alkaline-ml/pmdarima/issues/342,CWE-89,high,djangoproject:django,*,"Django 1.11 before 1.11.29, 2.2 before 2.2.11, and 3.0 before 3.0.4 allows SQL Injection if untrusted data is used as a tolerance parameter in GIS functions and aggregates on Oracle. By passing a suitably crafted tolerance to GIS functions and aggregates on Oracle, it was possible to break escaping and inject malicious SQL.",SQL injection attack,0,1,0,1,0,0,"Confidentiality, Access Control"
CVE-2020-9402,133,CWE-89,high,djangoproject:django,*,"Django 1.11 before 1.11.29, 2.2 before 2.2.11, and 3.0 before 3.0.4 allows SQL Injection if untrusted data is used as a tolerance parameter in GIS functions and aggregates on Oracle. By passing a suitably crafted tolerance to GIS functions and aggregates on Oracle, it was possible to break escaping and inject malicious SQL.",SQL injection attack,0,1,0,1,0,0,"Confidentiality, Access Control"
CVE-2021-0920,https://api.github.com/repos/jonaswinkler/paperless-ng/issues/1448,CWE-362,medium,google:android,*,"In unix_scm_to_skb of af_unix.c, there is a possible use after free bug due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-196926917References: Upstream kernel","Use-after-free attack, Privilege escalation attack",0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-20066,https://api.github.com/repos/guess-js/guess/issues/560,NVD-CWE-noinfo,medium,jsdom_project:jsdom,-,"JSDom improperly allows the loading of local resources, which allows for local files to be manipulated by a malicious web page when script execution is enabled.",Arbitrary code attack,0,0,0,0,0,0,
CVE-2021-20320,https://api.github.com/repos/jonaswinkler/paperless-ng/issues/1448,NVD-CWE-Other,medium,linux:linux_kernel,5.15,"A flaw was found in s390 eBPF JIT in bpf_jit_insn in arch/s390/net/bpf_jit_comp.c in the Linux kernel. In this flaw, a local attacker with special user privilege can circumvent the verifier and may lead to a confidentiality problem.",Privilege escalation attack,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-20322,https://api.github.com/repos/jonaswinkler/paperless-ng/issues/1448,CWE-330,high,linux:linux_kernel,*,"A flaw in the processing of received ICMP errors (ICMP fragment needed and ICMP redirect) in the Linux kernel functionality was found to allow the ability to quickly scan open UDP ports. This flaw allows an off-path remote user to effectively bypass the source port UDP randomization. The highest threat from this vulnerability is to confidentiality and possibly integrity, because software that relies on UDP source port randomization are indirectly affected as well.","Remote code execution (RCE) attack, Bypass authentication attack",0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2021-22204,https://api.github.com/repos/photoprism/photoprism/issues/1302,CWE-94,high,exiftool_project:exiftool,*,Improper neutralization of user data in the DjVu file format in ExifTool versions 7.44 and up allows arbitrary code execution when parsing the malicious image,Arbitrary code attack ,0,1,1,0,0,0,"Confidentiality, Integrity"
CVE-2021-22569,https://api.github.com/repos/open-metadata/OpenMetadata/issues/2530,NVD-CWE-noinfo,medium,google:protobuf-kotlin,*,"An issue in protobuf-java allowed the interleaving of com.google.protobuf.UnknownFieldSet fields in such a way that would be processed out of order. A small malicious payload can occupy the parser for several minutes by creating large numbers of short-lived objects that cause frequent, repeated pauses. We recommend upgrading libraries beyond the vulnerable versions.",Denial of Service (DoS),0,0,0,0,0,0,
CVE-2021-22569,430,NVD-CWE-noinfo,medium,google:protobuf-kotlin,*,"An issue in protobuf-java allowed the interleaving of com.google.protobuf.UnknownFieldSet fields in such a way that would be processed out of order. A small malicious payload can occupy the parser for several minutes by creating large numbers of short-lived objects that cause frequent, repeated pauses. We recommend upgrading libraries beyond the vulnerable versions.",Denial of Service (DoS),0,0,0,0,0,0,
CVE-2021-22573,https://api.github.com/repos/h2oai/h2o-3/issues/6595,CWE-347,high,google:oauth_client_library_for_java,*,"The vulnerability is that IDToken verifier does not verify if token is properly signed. Signature verification makes sure that the token's payload comes from valid provider, not from someone else. An attacker can provide a compromised token with custom payload. The token will pass the validation on the client side. We recommend upgrading to version 1.33.3 or above",Improper Input Validation,0,0,0,0,0,0,
CVE-2021-22573,https://api.github.com/repos/h2oai/h2o-3/issues/6263,CWE-347,high,google:oauth_client_library_for_java,*,"The vulnerability is that IDToken verifier does not verify if token is properly signed. Signature verification makes sure that the token's payload comes from valid provider, not from someone else. An attacker can provide a compromised token with custom payload. The token will pass the validation on the client side. We recommend upgrading to version 1.33.3 or above",Improper Input Validation,0,0,0,0,0,0,
CVE-2021-22922,https://api.github.com/repos/google-research/language/issues/114,CWE-755,medium,haxx:curl,*,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.", XML Injection attack ,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-22922,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/81,CWE-755,medium,haxx:curl,*,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.", XML Injection attack ,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-22922,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/73,CWE-755,medium,haxx:curl,*,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.", XML Injection attack ,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-22922,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/72,CWE-755,medium,haxx:curl,*,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.", XML Injection attack ,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-22922,https://api.github.com/repos/quic/aimet/issues/831,CWE-755,medium,haxx:curl,*,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.", XML Injection attack ,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-22922,127,CWE-755,medium,haxx:curl,*,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.", XML Injection attack ,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-22922,289,CWE-755,medium,haxx:curl,*,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.", XML Injection attack ,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-22922,290,CWE-755,medium,haxx:curl,*,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.", XML Injection attack ,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
CVE-2021-22922,291,CWE-755,medium,haxx:curl,*,"When curl is instructed to download content using the metalink feature, thecontents is verified against a hash provided in the metalink XML file.The metalink XML file points out to the client how to get the same contentfrom a set of different URLs, potentially hosted by different servers and theclient can then download the file from one or several of them. In a serial orparallel manner.If one of the servers hosting the contents has been breached and the contentsof the specific file on that server is replaced with a modified payload, curlshould detect this when the hash of the file mismatches after a completeddownload. It should remove the contents and instead try getting the contentsfrom another URL. This is not done, and instead such a hash mismatch is onlymentioned in text and the potentially malicious content is kept in the file ondisk.", XML Injection attack ,0,1,1,1,0,0,"Confidentiality, Integrity, Access Control"
